Code,Name,Year,Source,Population,Inland_Area_Hectares,Total_Area_Hectares,Population_per_hectare,Square_Kilometres,Population_per_square_kilometre
E09000012,Hackney,2016,GLA Population Projections,273922,1904.9,1904.9,143.8,19,14379.8
E09000012,Hackney,2017,GLA Population Projections,277475,1904.9,1904.9,145.7,19,14566.4
E09000012,Hackney,2018,GLA Population Projections,281740,1904.9,1904.9,147.9,19,14790.3
E09000012,Hackney,2019,GLA Population Projections,286425,1904.9,1904.9,150.4,19,15036.2
E09000012,Hackney,2020,GLA Population Projections,289488,1904.9,1904.9,152,19,15197
E09000012,Hackney,2021,GLA Population Projections,292023,1904.9,1904.9,153.3,19,15330.1
E09000012,Hackney,2022,GLA Population Projections,294312,1904.9,1904.9,154.5,19,15450.2
E09000012,Hackney,2023,GLA Population Projections,296177,1904.9,1904.9,155.5,19,15548.1
E09000012,Hackney,2024,GLA Population Projections,297569,1904.9,1904.9,156.2,19,15621.2
E09000012,Hackney,2025,GLA Population Projections,298472,1904.9,1904.9,156.7,19,15668.6
E09000012,Hackney,2026,GLA Population Projections,299126,1904.9,1904.9,157,19,15703
E09000012,Hackney,2027,GLA Population Projections,299489,1904.9,1904.9,157.2,19,15722
E09000012,Hackney,2028,GLA Population Projections,299494,1904.9,1904.9,157.2,19,15722.3
E09000012,Hackney,2029,GLA Population Projections,299220,1904.9,1904.9,157.1,19,15707.9
E09000012,Hackney,2030,GLA Population Projections,300157,1904.9,1904.9,157.6,19,15757.1
E09000012,Hackney,2031,GLA Population Projections,301706,1904.9,1904.9,158.4,19,15838.4
E09000012,Hackney,2032,GLA Population Projections,303472,1904.9,1904.9,159.3,19,15931.1
E09000012,Hackney,2033,GLA Population Projections,305287,1904.9,1904.9,160.3,19,16026.4
E09000012,Hackney,2034,GLA Population Projections,307078,1904.9,1904.9,161.2,19,16120.4
E09000012,Hackney,2035,GLA Population Projections,309588,1904.9,1904.9,162.5,19,16252.2
E09000012,Hackney,2036,GLA Population Projections,312334,1904.9,1904.9,164,19,16396.3
E09000012,Hackney,2037,GLA Population Projections,315101,1904.9,1904.9,165.4,19,16541.6
E09000012,Hackney,2038,GLA Population Projections,317824,1904.9,1904.9,166.8,19,16684.5
E09000012,Hackney,2039,GLA Population Projections,320448,1904.9,1904.9,168.2,19,16822.3
E09000012,Hackney,2040,GLA Population Projections,322757,1904.9,1904.9,169.4,19,16943.5
E09000012,Hackney,2041,GLA Population Projections,324824,1904.9,1904.9,170.5,19,17052
E09000012,Hackney,2042,GLA Population Projections,327534,1904.9,1904.9,171.9,19,17194.3
E09000012,Hackney,2043,GLA Population Projections,330425,1904.9,1904.9,173.5,19,17346
E09000012,Hackney,2044,GLA Population Projections,333410,1904.9,1904.9,175,19,17502.7
E09000012,Hackney,2045,GLA Population Projections,336476,1904.9,1904.9,176.6,19,17663.7
E09000012,Hackney,2046,GLA Population Projections,339633,1904.9,1904.9,178.3,19,17829.4
E09000012,Hackney,2047,GLA Population Projections,342776,1904.9,1904.9,179.9,19,17994.4
E09000012,Hackney,2048,GLA Population Projections,345846,1904.9,1904.9,181.6,19,18155.6
E09000012,Hackney,2049,GLA Population Projections,348993,1904.9,1904.9,183.2,19,18320.8
E09000012,Hackney,2050,GLA Population Projections,351640,1904.9,1904.9,184.6,19,18459.7
E09000013,Hammersmith and Fulham,1999,ONS MYE,160634,1639.7,1715.4,98,16.4,9796.3
E09000013,Hammersmith and Fulham,2000,ONS MYE,164393,1639.7,1715.4,100.3,16.4,10025.5
E09000013,Hammersmith and Fulham,2001,ONS MYE,169374,1639.7,1715.4,103.3,16.4,10329.3
E09000013,Hammersmith and Fulham,2002,ONS MYE,171989,1639.7,1715.4,104.9,16.4,10488.8
E09000013,Hammersmith and Fulham,2003,ONS MYE,171510,1639.7,1715.4,104.6,16.4,10459.6
E09000013,Hammersmith and Fulham,2004,ONS MYE,172083,1639.7,1715.4,104.9,16.4,10494.5
E09000013,Hammersmith and Fulham,2005,ONS MYE,173292,1639.7,1715.4,105.7,16.4,10568.2
E09000013,Hammersmith and Fulham,2006,ONS MYE,174675,1639.7,1715.4,106.5,16.4,10652.6
E09000013,Hammersmith and Fulham,2007,ONS MYE,176472,1639.7,1715.4,107.6,16.4,10762.2
E09000013,Hammersmith and Fulham,2008,ONS MYE,177088,1639.7,1715.4,108,16.4,10799.7
E09000013,Hammersmith and Fulham,2009,ONS MYE,180116,1639.7,1715.4,109.8,16.4,10984.4
E09000013,Hammersmith and Fulham,2010,ONS MYE,180842,1639.7,1715.4,110.3,16.4,11028.7
E09000013,Hammersmith and Fulham,2011,GLA Population Projections,182790,1639.7,1715.4,111.5,16.4,11147.5
E09000013,Hammersmith and Fulham,2012,GLA Population Projections,180195,1639.7,1715.4,109.9,16.4,10989.2
E09000013,Hammersmith and Fulham,2013,GLA Population Projections,179030,1639.7,1715.4,109.2,16.4,10918.2
E09000013,Hammersmith and Fulham,2014,GLA Population Projections,178710,1639.7,1715.4,109,16.4,10898.6
E09000013,Hammersmith and Fulham,2015,GLA Population Projections,179754,1639.7,1715.4,109.6,16.4,10962.3
E09000013,Hammersmith and Fulham,2016,GLA Population Projections,179998,1639.7,1715.4,109.8,16.4,10977.2
E09000013,Hammersmith and Fulham,2017,GLA Population Projections,181889,1639.7,1715.4,110.9,16.4,11092.5
E09000013,Hammersmith and Fulham,2018,GLA Population Projections,184050,1639.7,1715.4,112.2,16.4,11224.3
E09000013,Hammersmith and Fulham,2019,GLA Population Projections,186075,1639.7,1715.4,113.5,16.4,11347.8
E09000013,Hammersmith and Fulham,2020,GLA Population Projections,190721,1639.7,1715.4,116.3,16.4,11631.1
E09000013,Hammersmith and Fulham,2021,GLA Population Projections,195981,1639.7,1715.4,119.5,16.4,11951.9
E09000013,Hammersmith and Fulham,2022,GLA Population Projections,201406,1639.7,1715.4,122.8,16.4,12282.8
E09000013,Hammersmith and Fulham,2023,GLA Population Projections,206689,1639.7,1715.4,126,16.4,12604.9
E09000013,Hammersmith and Fulham,2024,GLA Population Projections,211895,1639.7,1715.4,129.2,16.4,12922.4
E09000013,Hammersmith and Fulham,2025,GLA Population Projections,215227,1639.7,1715.4,131.3,16.4,13125.6
E09000013,Hammersmith and Fulham,2026,GLA Population Projections,218686,1639.7,1715.4,133.4,16.4,13336.6
E09000013,Hammersmith and Fulham,2027,GLA Population Projections,222083,1639.7,1715.4,135.4,16.4,13543.7
E09000013,Hammersmith and Fulham,2028,GLA Population Projections,225391,1639.7,1715.4,137.5,16.4,13745.5
E09000013,Hammersmith and Fulham,2029,GLA Population Projections,228724,1639.7,1715.4,139.5,16.4,13948.8
E09000013,Hammersmith and Fulham,2030,GLA Population Projections,234251,1639.7,1715.4,142.9,16.4,14285.8
E09000013,Hammersmith and Fulham,2031,GLA Population Projections,239390,1639.7,1715.4,146,16.4,14599.2
E09000013,Hammersmith and Fulham,2032,GLA Population Projections,244265,1639.7,1715.4,149,16.4,14896.5
E09000013,Hammersmith and Fulham,2033,GLA Population Projections,249003,1639.7,1715.4,151.9,16.4,15185.5
E09000013,Hammersmith and Fulham,2034,GLA Population Projections,253686,1639.7,1715.4,154.7,16.4,15471.1
E09000013,Hammersmith and Fulham,2035,GLA Population Projections,256319,1639.7,1715.4,156.3,16.4,15631.6
E09000013,Hammersmith and Fulham,2036,GLA Population Projections,258582,1639.7,1715.4,157.7,16.4,15769.6
E09000013,Hammersmith and Fulham,2037,GLA Population Projections,260678,1639.7,1715.4,159,16.4,15897.5
E09000013,Hammersmith and Fulham,2038,GLA Population Projections,262724,1639.7,1715.4,160.2,16.4,16022.2
E09000013,Hammersmith and Fulham,2039,GLA Population Projections,264737,1639.7,1715.4,161.5,16.4,16145
E09000013,Hammersmith and Fulham,2040,GLA Population Projections,266557,1639.7,1715.4,162.6,16.4,16256
E09000013,Hammersmith and Fulham,2041,GLA Population Projections,268418,1639.7,1715.4,163.7,16.4,16369.5
E09000013,Hammersmith and Fulham,2042,GLA Population Projections,269070,1639.7,1715.4,164.1,16.4,16409.3
E09000013,Hammersmith and Fulham,2043,GLA Population Projections,269366,1639.7,1715.4,164.3,16.4,16427.3
E09000013,Hammersmith and Fulham,2044,GLA Population Projections,269591,1639.7,1715.4,164.4,16.4,16441
E09000013,Hammersmith and Fulham,2045,GLA Population Projections,269815,1639.7,1715.4,164.5,16.4,16454.7
E09000013,Hammersmith and Fulham,2046,GLA Population Projections,270052,1639.7,1715.4,164.7,16.4,16469.1
E09000013,Hammersmith and Fulham,2047,GLA Population Projections,270210,1639.7,1715.4,164.8,16.4,16478.8
E09000013,Hammersmith and Fulham,2048,GLA Population Projections,270315,1639.7,1715.4,164.9,16.4,16485.2
E09000013,Hammersmith and Fulham,2049,GLA Population Projections,270525,1639.7,1715.4,165,16.4,16498
E09000013,Hammersmith and Fulham,2050,GLA Population Projections,270774,1639.7,1715.4,165.1,16.4,16513.2
E09000014,Haringey,1999,ONS MYE,218559,2959.8,2959.8,73.8,29.6,7384.2
E09000014,Haringey,2000,ONS MYE,219845,2959.8,2959.8,74.3,29.6,7427.6
E09000014,Haringey,2001,ONS MYE,221251,2959.8,2959.8,74.8,29.6,7475.1
E09000014,Haringey,2002,ONS MYE,224474,2959.8,2959.8,75.8,29.6,7584
E09000014,Haringey,2003,ONS MYE,225027,2959.8,2959.8,76,29.6,7602.7
E09000014,Haringey,2004,ONS MYE,226472,2959.8,2959.8,76.5,29.6,7651.5
E09000014,Haringey,2005,ONS MYE,229271,2959.8,2959.8,77.5,29.6,7746.1
E09000014,Haringey,2006,ONS MYE,233174,2959.8,2959.8,78.8,29.6,7877.9
E09000014,Haringey,2007,ONS MYE,236793,2959.8,2959.8,80,29.6,8000.2
E09000014,Haringey,2008,ONS MYE,244459,2959.8,2959.8,82.6,29.6,8259.2
E09000014,Haringey,2009,ONS MYE,249805,2959.8,2959.8,84.4,29.6,8439.8
E09000014,Haringey,2010,ONS MYE,252742,2959.8,2959.8,85.4,29.6,8539
E09000014,Haringey,2011,GLA Population Projections,256438,2959.8,2959.8,86.6,29.6,8663.9
E09000014,Haringey,2012,GLA Population Projections,259810,2959.8,2959.8,87.8,29.6,8777.8
E09000014,Haringey,2013,GLA Population Projections,264284,2959.8,2959.8,89.3,29.6,8929
E09000014,Haringey,2014,GLA Population Projections,268439,2959.8,2959.8,90.7,29.6,9069.4
E09000014,Haringey,2015,GLA Population Projections,273762,2959.8,2959.8,92.5,29.6,9249.2
E09000014,Haringey,2016,GLA Population Projections,279349,2959.8,2959.8,94.4,29.6,9438
E09000014,Haringey,2017,GLA Population Projections,282397,2959.8,2959.8,95.4,29.6,9541
E09000014,Haringey,2018,GLA Population Projections,284288,2959.8,2959.8,96,29.6,9604.8
E09000014,Haringey,2019,GLA Population Projections,285949,2959.8,2959.8,96.6,29.6,9661
E09000014,Haringey,2020,GLA Population Projections,288913,2959.8,2959.8,97.6,29.6,9761.1
E09000014,Haringey,2021,GLA Population Projections,291330,2959.8,2959.8,98.4,29.6,9842.8
E09000014,Haringey,2022,GLA Population Projections,293503,2959.8,2959.8,99.2,29.6,9916.2
E09000014,Haringey,2023,GLA Population Projections,295263,2959.8,2959.8,99.8,29.6,9975.6
E09000014,Haringey,2024,GLA Population Projections,296572,2959.8,2959.8,100.2,29.6,10019.9
E09000014,Haringey,2025,GLA Population Projections,297410,2959.8,2959.8,100.5,29.6,10048.2
E09000014,Haringey,2026,GLA Population Projections,298020,2959.8,2959.8,100.7,29.6,10068.8
E09000014,Haringey,2027,GLA Population Projections,298369,2959.8,2959.8,100.8,29.6,10080.6
E09000014,Haringey,2028,GLA Population Projections,298376,2959.8,2959.8,100.8,29.6,10080.8
E09000014,Haringey,2029,GLA Population Projections,298109,2959.8,2959.8,100.7,29.6,10071.8
E09000014,Haringey,2030,GLA Population Projections,298983,2959.8,2959.8,101,29.6,10101.3
E09000014,Haringey,2031,GLA Population Projections,300410,2959.8,2959.8,101.5,29.6,10149.5
E09000014,Haringey,2032,GLA Population Projections,302018,2959.8,2959.8,102,29.6,10203.9
E09000014,Haringey,2033,GLA Population Projections,303635,2959.8,2959.8,102.6,29.6,10258.5
E09000014,Haringey,2034,GLA Population Projections,305201,2959.8,2959.8,103.1,29.6,10311.4
E09000014,Haringey,2035,GLA Population Projections,307422,2959.8,2959.8,103.9,29.6,10386.4
E09000014,Haringey,2036,GLA Population Projections,309847,2959.8,2959.8,104.7,29.6,10468.4
E09000014,Haringey,2037,GLA Population Projections,312286,2959.8,2959.8,105.5,29.6,10550.8
E09000014,Haringey,2038,GLA Population Projections,314694,2959.8,2959.8,106.3,29.6,10632.1
E09000014,Haringey,2039,GLA Population Projections,317024,2959.8,2959.8,107.1,29.6,10710.9
E09000014,Haringey,2040,GLA Population Projections,319077,2959.8,2959.8,107.8,29.6,10780.2
E09000014,Haringey,2041,GLA Population Projections,320928,2959.8,2959.8,108.4,29.6,10842.8
E09000014,Haringey,2042,GLA Population Projections,323387,2959.8,2959.8,109.3,29.6,10925.8
E09000014,Haringey,2043,GLA Population Projections,326027,2959.8,2959.8,110.2,29.6,11015
E09000014,Haringey,2044,GLA Population Projections,328763,2959.8,2959.8,111.1,29.6,11107.5
E09000014,Haringey,2045,GLA Population Projections,331575,2959.8,2959.8,112,29.6,11202.5
E09000014,Haringey,2046,GLA Population Projections,334469,2959.8,2959.8,113,29.6,11300.2
E09000014,Haringey,2047,GLA Population Projections,337331,2959.8,2959.8,114,29.6,11396.9
E09000014,Haringey,2048,GLA Population Projections,340108,2959.8,2959.8,114.9,29.6,11490.8
E09000014,Haringey,2049,GLA Population Projections,342932,2959.8,2959.8,115.9,29.6,11586.2
E09000014,Haringey,2050,GLA Population Projections,345855,2959.8,2959.8,116.8,29.6,11684.9
E09000015,Harrow,1999,ONS MYE,207909,5046.3,5046.3,41.2,50.5,4120
E09000015,Harrow,2000,ONS MYE,209114,5046.3,5046.3,41.4,50.5,4143.9
E09000015,Harrow,2001,ONS MYE,210044,5046.3,5046.3,41.6,50.5,4162.4
E09000015,Harrow,2002,ONS MYE,212336,5046.3,5046.3,42.1,50.5,4207.8
E09000015,Harrow,2003,ONS MYE,213728,5046.3,5046.3,42.4,50.5,4235.4
E09000015,Harrow,2004,ONS MYE,216267,5046.3,5046.3,42.9,50.5,4285.7
E09000015,Harrow,2005,ONS MYE,221109,5046.3,5046.3,43.8,50.5,4381.6
E09000015,Harrow,2006,ONS MYE,223632,5046.3,5046.3,44.3,50.5,4431.6
E09000015,Harrow,2007,ONS MYE,226355,5046.3,5046.3,44.9,50.5,4485.6
E09000015,Harrow,2008,ONS MYE,229567,5046.3,5046.3,45.5,50.5,4549.2
E09000015,Harrow,2009,ONS MYE,233495,5046.3,5046.3,46.3,50.5,4627.1
E09000015,Harrow,2010,ONS MYE,237451,5046.3,5046.3,47.1,50.5,4705.5
E09000015,Harrow,2011,GLA Population Projections,241063,5046.3,5046.3,47.8,50.5,4777
E09000015,Harrow,2012,GLA Population Projections,242941,5046.3,5046.3,48.1,50.5,4814.3
E09000015,Harrow,2013,GLA Population Projections,243937,5046.3,5046.3,48.3,50.5,4834
E09000015,Harrow,2014,GLA Population Projections,246575,5046.3,5046.3,48.9,50.5,4886.3
E09000015,Harrow,2015,GLA Population Projections,247694,5046.3,5046.3,49.1,50.5,4908.5
E09000015,Harrow,2016,GLA Population Projections,249316,5046.3,5046.3,49.4,50.5,4940.6
E09000015,Harrow,2017,GLA Population Projections,252052,5046.3,5046.3,49.9,50.5,4994.8
E09000015,Harrow,2018,GLA Population Projections,255369,5046.3,5046.3,50.6,50.5,5060.5
E09000015,Harrow,2019,GLA Population Projections,258861,5046.3,5046.3,51.3,50.5,5129.7
E09000015,Harrow,2020,GLA Population Projections,261348,5046.3,5046.3,51.8,50.5,5179
E09000015,Harrow,2021,GLA Population Projections,263484,5046.3,5046.3,52.2,50.5,5221.4
E09000015,Harrow,2022,GLA Population Projections,265449,5046.3,5046.3,52.6,50.5,5260.3
E09000015,Harrow,2023,GLA Population Projections,267120,5046.3,5046.3,52.9,50.5,5293.4
E09000015,Harrow,2024,GLA Population Projections,268448,5046.3,5046.3,53.2,50.5,5319.7
E09000015,Harrow,2025,GLA Population Projections,269422,5046.3,5046.3,53.4,50.5,5339
E09000015,Harrow,2026,GLA Population Projections,270238,5046.3,5046.3,53.6,50.5,5355.2
E09000015,Harrow,2027,GLA Population Projections,270800,5046.3,5046.3,53.7,50.5,5366.3
E09000015,Harrow,2028,GLA Population Projections,271504,5046.3,5046.3,53.8,50.5,5380.3
E09000015,Harrow,2029,GLA Population Projections,273146,5046.3,5046.3,54.1,50.5,5412.8
E09000015,Harrow,2030,GLA Population Projections,273953,5046.3,5046.3,54.3,50.5,5428.8
E09000015,Harrow,2031,GLA Population Projections,275174,5046.3,5046.3,54.5,50.5,5453
E09000015,Harrow,2032,GLA Population Projections,276552,5046.3,5046.3,54.8,50.5,5480.3
E09000015,Harrow,2033,GLA Population Projections,277957,5046.3,5046.3,55.1,50.5,5508.2
E09000015,Harrow,2034,GLA Population Projections,279329,5046.3,5046.3,55.4,50.5,5535.4
E09000015,Harrow,2035,GLA Population Projections,281208,5046.3,5046.3,55.7,50.5,5572.6
E09000015,Harrow,2036,GLA Population Projections,283245,5046.3,5046.3,56.1,50.5,5613
E09000015,Harrow,2037,GLA Population Projections,285289,5046.3,5046.3,56.5,50.5,5653.5
E09000015,Harrow,2038,GLA Population Projections,287311,5046.3,5046.3,56.9,50.5,5693.5
E09000015,Harrow,2039,GLA Population Projections,289277,5046.3,5046.3,57.3,50.5,5732.5
E09000015,Harrow,2040,GLA Population Projections,291024,5046.3,5046.3,57.7,50.5,5767.1
E09000015,Harrow,2041,GLA Population Projections,292606,5046.3,5046.3,58,50.5,5798.5
E09000015,Harrow,2042,GLA Population Projections,294673,5046.3,5046.3,58.4,50.5,5839.4
E09000015,Harrow,2043,GLA Population Projections,296893,5046.3,5046.3,58.8,50.5,5883.4
E09000015,Harrow,2044,GLA Population Projections,299199,5046.3,5046.3,59.3,50.5,5929.1
E09000015,Harrow,2045,GLA Population Projections,301597,5046.3,5046.3,59.8,50.5,5976.6
E09000015,Harrow,2046,GLA Population Projections,304099,5046.3,5046.3,60.3,50.5,6026.2
E09000015,Harrow,2047,GLA Population Projections,306628,5046.3,5046.3,60.8,50.5,6076.3
E09000015,Harrow,2048,GLA Population Projections,308303,5046.3,5046.3,61.1,50.5,6109.5
E09000015,Harrow,2049,GLA Population Projections,308511,5046.3,5046.3,61.1,50.5,6113.6
E09000015,Harrow,2050,GLA Population Projections,308750,5046.3,5046.3,61.2,50.5,6118.4
E09000016,Havering,1999,ONS MYE,225712,11235,11445.7,20.1,112.3,2009
E09000016,Havering,2000,ONS MYE,225141,11235,11445.7,20,112.3,2003.9
E09000016,Havering,2001,ONS MYE,224717,11235,11445.7,20,112.3,2000.2
E09000016,Havering,2002,ONS MYE,225054,11235,11445.7,20,112.3,2003.2
E09000016,Havering,2003,ONS MYE,225248,11235,11445.7,20,112.3,2004.9
E09000016,Havering,2004,ONS MYE,225769,11235,11445.7,20.1,112.3,2009.5
E09000016,Havering,2005,ONS MYE,226990,11235,11445.7,20.2,112.3,2020.4
E09000016,Havering,2006,ONS MYE,228198,11235,11445.7,20.3,112.3,2031.1
E09000016,Havering,2007,ONS MYE,229789,11235,11445.7,20.5,112.3,2045.3
E09000016,Havering,2008,ONS MYE,231793,11235,11445.7,20.6,112.3,2063.1
E09000016,Havering,2009,ONS MYE,234127,11235,11445.7,20.8,112.3,2083.9
E09000016,Havering,2010,ONS MYE,236234,11235,11445.7,21,112.3,2102.7
E09000016,Havering,2011,GLA Population Projections,238281,11235,11445.7,21.2,112.3,2120.9
E09000016,Havering,2012,GLA Population Projections,240087,11235,11445.7,21.4,112.3,2137
E09000016,Havering,2013,GLA Population Projections,242434,11235,11445.7,21.6,112.3,2157.9
E09000016,Havering,2014,GLA Population Projections,246328,11235,11445.7,21.9,112.3,2192.5
E09000016,Havering,2015,GLA Population Projections,249439,11235,11445.7,22.2,112.3,2220.2
E09000016,Havering,2016,GLA Population Projections,253137,11235,11445.7,22.5,112.3,2253.1
E09000016,Havering,2017,GLA Population Projections,256162,11235,11445.7,22.8,112.3,2280
E09000016,Havering,2018,GLA Population Projections,257511,11235,11445.7,22.9,112.3,2292
E09000016,Havering,2019,GLA Population Projections,258655,11235,11445.7,23,112.3,2302.2
E09000016,Havering,2020,GLA Population Projections,261830,11235,11445.7,23.3,112.3,2330.5
E09000016,Havering,2021,GLA Population Projections,265930,11235,11445.7,23.7,112.3,2367
E09000016,Havering,2022,GLA Population Projections,271368,11235,11445.7,24.2,112.3,2415.4
E09000016,Havering,2023,GLA Population Projections,276649,11235,11445.7,24.6,112.3,2462.4
E09000016,Havering,2024,GLA Population Projections,281728,11235,11445.7,25.1,112.3,2507.6
E09000016,Havering,2025,GLA Population Projections,284971,11235,11445.7,25.4,112.3,2536.5
E09000016,Havering,2026,GLA Population Projections,288319,11235,11445.7,25.7,112.3,2566.3
E09000016,Havering,2027,GLA Population Projections,291556,11235,11445.7,26,112.3,2595.1
E09000016,Havering,2028,GLA Population Projections,294661,11235,11445.7,26.2,112.3,2622.7
E09000016,Havering,2029,GLA Population Projections,297731,11235,11445.7,26.5,112.3,2650
E09000016,Havering,2030,GLA Population Projections,298889,11235,11445.7,26.6,112.3,2660.3
E09000016,Havering,2031,GLA Population Projections,300329,11235,11445.7,26.7,112.3,2673.2
E09000016,Havering,2032,GLA Population Projections,302003,11235,11445.7,26.9,112.3,2688.1
E09000016,Havering,2033,GLA Population Projections,303770,11235,11445.7,27,112.3,2703.8
E09000016,Havering,2034,GLA Population Projections,305552,11235,11445.7,27.2,112.3,2719.7
E09000016,Havering,2035,GLA Population Projections,307605,11235,11445.7,27.4,112.3,2737.9
E09000016,Havering,2036,GLA Population Projections,308828,11235,11445.7,27.5,112.3,2748.8
E09000016,Havering,2037,GLA Population Projections,309902,11235,11445.7,27.6,112.3,2758.4
E09000016,Havering,2038,GLA Population Projections,310941,11235,11445.7,27.7,112.3,2767.6
E09000016,Havering,2039,GLA Population Projections,311948,11235,11445.7,27.8,112.3,2776.6
E09000016,Havering,2040,GLA Population Projections,312776,11235,11445.7,27.8,112.3,2784
E09000016,Havering,2041,GLA Population Projections,313651,11235,11445.7,27.9,112.3,2791.7
E09000016,Havering,2042,GLA Population Projections,314259,11235,11445.7,28,112.3,2797.2
E09000016,Havering,2043,GLA Population Projections,314554,11235,11445.7,28,112.3,2799.8
E09000016,Havering,2044,GLA Population Projections,314784,11235,11445.7,28,112.3,2801.8
E09000016,Havering,2045,GLA Population Projections,315023,11235,11445.7,28,112.3,2804
E09000016,Havering,2046,GLA Population Projections,315284,11235,11445.7,28.1,112.3,2806.3
E09000016,Havering,2047,GLA Population Projections,315450,11235,11445.7,28.1,112.3,2807.8
E09000016,Havering,2048,GLA Population Projections,315571,11235,11445.7,28.1,112.3,2808.8
E09000016,Havering,2049,GLA Population Projections,315789,11235,11445.7,28.1,112.3,2810.8
E09000016,Havering,2050,GLA Population Projections,316043,11235,11445.7,28.1,112.3,2813
E09000017,Hillingdon,1999,ONS MYE,245053,11570.1,11570.1,21.2,115.7,2118
E09000017,Hillingdon,2000,ONS MYE,245911,11570.1,11570.1,21.3,115.7,2125.4
E09000017,Hillingdon,2001,ONS MYE,245616,11570.1,11570.1,21.2,115.7,2122.8
E09000017,Hillingdon,2002,ONS MYE,247063,11570.1,11570.1,21.4,115.7,2135.4
E09000017,Hillingdon,2003,ONS MYE,248054,11570.1,11570.1,21.4,115.7,2143.9
E09000017,Hillingdon,2004,ONS MYE,248691,11570.1,11570.1,21.5,115.7,2149.4
E09000017,Hillingdon,2005,ONS MYE,251430,11570.1,11570.1,21.7,115.7,2173.1
E09000017,Hillingdon,2006,ONS MYE,254387,11570.1,11570.1,22,115.7,2198.7
E09000017,Hillingdon,2007,ONS MYE,256981,11570.1,11570.1,22.2,115.7,2221.1
E09000017,Hillingdon,2008,ONS MYE,261051,11570.1,11570.1,22.6,115.7,2256.3
E09000017,Hillingdon,2009,ONS MYE,265665,11570.1,11570.1,23,115.7,2296.1
E09000017,Hillingdon,2010,ONS MYE,269465,11570.1,11570.1,23.3,115.7,2329
E09000017,Hillingdon,2011,GLA Population Projections,276134,11570.1,11570.1,23.9,115.7,2386.6
E09000017,Hillingdon,2012,GLA Population Projections,282391,11570.1,11570.1,24.4,115.7,2440.7
E09000017,Hillingdon,2013,GLA Population Projections,287443,11570.1,11570.1,24.8,115.7,2484.4
E09000017,Hillingdon,2014,GLA Population Projections,293325,11570.1,11570.1,25.4,115.7,2535.2
E09000017,Hillingdon,2015,GLA Population Projections,298370,11570.1,11570.1,25.8,115.7,2578.8
E09000017,Hillingdon,2016,GLA Population Projections,303106,11570.1,11570.1,26.2,115.7,2619.7
E09000017,Hillingdon,2017,GLA Population Projections,307040,11570.1,11570.1,26.5,115.7,2653.7
E09000017,Hillingdon,2018,GLA Population Projections,309926,11570.1,11570.1,26.8,115.7,2678.7
E09000017,Hillingdon,2019,GLA Population Projections,312567,11570.1,11570.1,27,115.7,2701.5
E09000017,Hillingdon,2020,GLA Population Projections,316253,11570.1,11570.1,27.3,115.7,2733.4
E09000017,Hillingdon,2021,GLA Population Projections,319467,11570.1,11570.1,27.6,115.7,2761.1
E09000017,Hillingdon,2022,GLA Population Projections,322492,11570.1,11570.1,27.9,115.7,2787.3
E09000017,Hillingdon,2023,GLA Population Projections,325182,11570.1,11570.1,28.1,115.7,2810.5
E09000017,Hillingdon,2024,GLA Population Projections,327456,11570.1,11570.1,28.3,115.7,2830.2
E09000017,Hillingdon,2025,GLA Population Projections,329302,11570.1,11570.1,28.5,115.7,2846.1
E09000017,Hillingdon,2026,GLA Population Projections,330872,11570.1,11570.1,28.6,115.7,2859.7
E09000017,Hillingdon,2027,GLA Population Projections,332077,11570.1,11570.1,28.7,115.7,2870.1
E09000017,Hillingdon,2028,GLA Population Projections,332843,11570.1,11570.1,28.8,115.7,2876.7
E09000017,Hillingdon,2029,GLA Population Projections,333252,11570.1,11570.1,28.8,115.7,2880.3
E09000017,Hillingdon,2030,GLA Population Projections,334770,11570.1,11570.1,28.9,115.7,2893.4
E09000017,Hillingdon,2031,GLA Population Projections,336765,11570.1,11570.1,29.1,115.7,2910.6
E09000017,Hillingdon,2032,GLA Population Projections,338845,11570.1,11570.1,29.3,115.7,2928.6
E09000017,Hillingdon,2033,GLA Population Projections,340856,11570.1,11570.1,29.5,115.7,2946
E09000017,Hillingdon,2034,GLA Population Projections,342761,11570.1,11570.1,29.6,115.7,2962.5
E09000017,Hillingdon,2035,GLA Population Projections,345327,11570.1,11570.1,29.8,115.7,2984.6
E09000017,Hillingdon,2036,GLA Population Projections,348098,11570.1,11570.1,30.1,115.7,3008.6
E09000017,Hillingdon,2037,GLA Population Projections,350877,11570.1,11570.1,30.3,115.7,3032.6
E09000017,Hillingdon,2038,GLA Population Projections,353636,11570.1,11570.1,30.6,115.7,3056.5
E09000017,Hillingdon,2039,GLA Population Projections,356323,11570.1,11570.1,30.8,115.7,3079.7
E09000017,Hillingdon,2040,GLA Population Projections,358723,11570.1,11570.1,31,115.7,3100.4
E09000017,Hillingdon,2041,GLA Population Projections,360780,11570.1,11570.1,31.2,115.7,3118.2
E09000017,Hillingdon,2042,GLA Population Projections,361550,11570.1,11570.1,31.2,115.7,3124.9
E09000017,Hillingdon,2043,GLA Population Projections,361915,11570.1,11570.1,31.3,115.7,3128
E09000017,Hillingdon,2044,GLA Population Projections,362197,11570.1,11570.1,31.3,115.7,3130.5
E09000017,Hillingdon,2045,GLA Population Projections,362486,11570.1,11570.1,31.3,115.7,3133
